0.000000,3000.000000
0.000000,3000.000000
0.600000,2998.179812
0.600000,2998.179812
1.200000,2992.511624
1.200000,2992.511624
1.800000,2982.709951
1.800000,2982.709951
2.400000,2968.515814
2.400000,2968.515814
3.000000,2949.704351
3.000000,2949.704351
3.600000,2926.065054
3.600000,2926.065054
4.200000,2897.439774
4.200000,2897.439774
4.800000,2863.645321
4.800000,2863.645321
5.400000,2824.578273
5.400000,2824.578273
6.000000,2780.096300
6.000000,2780.096300
6.600000,2730.142600
6.600000,2730.142600
7.200000,2674.598331
7.200000,2674.598331
7.800000,2613.399971
7.800000,2613.399971
8.400000,2546.557655
8.400000,2546.557655
9.000000,2473.968279
9.000000,2473.968279
9.600000,2395.627780
9.600000,2395.627780
10.200000,2311.599997
10.200000,2311.599997
10.800000,2221.811735
10.800000,2221.811735
11.400000,2126.307968
11.400000,2126.307968
12.000000,2025.180611
12.000000,2025.180611
12.600000,1918.400718
12.600000,1918.400718
13.200000,1806.054296
13.200000,1806.054296
13.800000,1688.250712
13.800000,1688.250712
14.400000,1565.004768
14.400000,1565.004768
15.000000,1436.457958
15.000000,1436.457958
15.600000,1302.756471
15.600000,1302.756471
16.200000,1163.954034
16.200000,1163.954034
16.800000,1020.143860
16.800000,1020.143860
17.400000,871.419162
17.400000,871.419162
18.000000,717.873152
18.000000,717.873152
18.600000,559.803327
18.600000,559.803327
19.200000,397.372302
19.200000,397.372302
19.800000,230.684657
19.800000,230.684657
20.400000,60.882146
20.400000,60.882146
20.615304,-0.000000
20.615304,-0.000000
21.000000,-108.587055
21.000000,-108.587055
